;a;b;di;elev;ht;rh;rmse;rs;spd
97;-9999;-9999;-9999;0.5;0.565285362281;48.7481437494;-9999;-9999;-9999
98;-9999;-9999;-9999;0.5;0.572532307298;49.2481247109;-9999;-9999;-9999
99;-9999;-9999;-9999;0.5;0.579808674353;49.7481056724;-9999;-9999;-9999
100;-9999;-9999;-9999;0.5;0.587114463373;50.248086634;-9999;-9999;-9999
101;-9999;-9999;-9999;0.5;0.594449674281;50.7480675955;-9999;-9999;-9999
102;-9999;-9999;-9999;0.5;0.601814307001;51.248048557;-9999;-9999;-9999
103;-9999;-9999;-9999;0.5;0.609208361459;51.7480295186;-9999;-9999;-9999
104;-9999;-9999;-9999;0.5;0.616631837573;52.2480104801;-9999;-9999;-9999
105;-9999;-9999;-9999;0.5;0.624084735271;52.7479914416;-9999;-9999;-9999
106;-9999;-9999;-9999;0.5;0.631567054472;53.2479724032;-9999;-9999;-9999
107;-9999;-9999;-9999;0.5;0.639078795102;53.7479533647;-9999;-9999;-9999
108;-9999;-9999;-9999;0.5;0.646619957079;54.2479343262;-9999;-9999;-9999
109;-9999;-9999;-9999;0.5;0.654190540326;54.7479152878;-9999;-9999;-9999
110;-9999;-9999;-9999;0.5;0.661790544766;55.2478962493;-9999;-9999;-9999
111;-9999;-9999;-9999;0.5;0.669419970316;55.7478772108;-9999;-9999;-9999
112;-9999;-9999;-9999;0.5;0.677078816901;56.2478581724;-9999;-9999;-9999
113;-9999;-9999;-9999;0.5;0.684767084442;56.7478391339;-9999;-9999;-9999
114;-9999;-9999;-9999;0.5;0.692484772855;57.2478200954;-9999;-9999;-9999
115;-9999;-9999;-9999;0.5;0.700231882061;57.747801057;-9999;-9999;-9999
116;-9999;-9999;-9999;0.5;0.708008411983;58.2477820185;-9999;-9999;-9999
117;-9999;-9999;-9999;0.5;0.715814362535;58.74776298;-9999;-9999;-9999
118;-9999;-9999;-9999;0.5;0.723649733638;59.2477439416;-9999;-9999;-9999
119;-9999;-9999;-9999;0.5;0.731514525212;59.7477249031;-9999;-9999;-9999
120;-9999;-9999;-9999;0.5;0.739408737174;60.2477058646;-9999;-9999;-9999
121;-9999;-9999;-9999;0.5;0.747332369443;60.7476868261;-9999;-9999;-9999
122;-9999;-9999;-9999;0.5;0.755285421936;61.2476677877;-9999;-9999;-9999
123;-9999;-9999;-9999;0.5;0.76326789457;61.7476487492;-9999;-9999;-9999
124;-9999;-9999;-9999;0.5;0.771279787263;62.2476297107;-9999;-9999;-9999
125;-9999;-9999;-9999;0.5;0.77932109993;62.7476106723;-9999;-9999;-9999
126;-9999;-9999;-9999;0.5;0.787391832489;63.2475916338;-9999;-9999;-9999
127;-9999;-9999;-9999;0.5;0.795491984856;63.7475725953;-9999;-9999;-9999
128;-9999;-9999;-9999;0.5;0.803621556946;64.2475535569;-9999;-9999;-9999
129;-9999;-9999;-9999;0.5;0.811780548676;64.7475345184;-9999;-9999;-9999
130;-9999;-9999;-9999;0.5;0.819968959961;65.2475154799;-9999;-9999;-9999
131;-9999;-9999;-9999;0.5;0.828186790715;65.7474964415;-9999;-9999;-9999
132;-9999;-9999;-9999;0.5;0.836434040852;66.247477403;-9999;-9999;-9999
133;-9999;-9999;-9999;0.5;0.844710710287;66.7474583645;-9999;-9999;-9999
134;-9999;-9999;-9999;0.5;0.853016798936;67.2474393261;-9999;-9999;-9999
135;-9999;-9999;-9999;0.5;0.861352306709;67.7474202876;-9999;-9999;-9999
136;-9999;-9999;-9999;0.5;0.869717233523;68.2474012491;-9999;-9999;-9999
137;-9999;-9999;-9999;0.5;0.87811157929;68.7473822107;-9999;-9999;-9999
138;-9999;-9999;-9999;0.5;0.886535343921;69.2473631722;-9999;-9999;-9999
139;-9999;-9999;-9999;0.5;0.89498852733;69.7473441337;-9999;-9999;-9999
140;-9999;-9999;-9999;0.5;0.90347112943;70.2473250953;-9999;-9999;-9999
141;-9999;-9999;-9999;0.5;0.91198315013;70.7473060568;-9999;-9999;-9999
